Timestamp,Flexor carpi radialis,Extensor digitorum
2.000000000000000000e+00,1.473777217642376257e-05,6.057193674826746433e-06
2.000793650793650791e+00,1.071635338207987869e-05,2.182871213802886825e-06
2.001587301587301582e+00,3.522224765181840898e-06,2.093738348823522750e-07
2.002380952380952372e+00,-6.040436190433928202e-06,-1.472139718178439384e-07
2.003174603174603163e+00,-1.651734096969976535e-05,4.229948530808366221e-07
2.003968253968253954e+00,-2.610797595943958923e-05,9.038386033342088008e-07
2.004761904761904745e+00,-3.309847421887525550e-05,1.320296731020583414e-07
2.005555555555555536e+00,-3.626486797250715857e-05,-2.925692301925002883e-06
2.006349206349206327e+00,-3.511149594027607949e-05,-8.828225680419247011e-06
2.007142857142857117e+00,-2.989220649844262081e-05,-1.732459134443277714e-05
2.007936507936507908e+00,-2.145371720021209771e-05,-2.714708358280677563e-05
2.008730158730158699e+00,-1.099527105303161669e-05,-3.606370094474748626e-05
2.009523809523809490e+00,1.605737910077846318e-07,-4.126844534834966119e-05
2.010317460317460281e+00,1.073111111679249052e-05,-4.007267399031238484e-05
2.011111111111111072e+00,1.956454049906681321e-05,-3.072523707903000668e-05
2.011904761904761862e+00,2.568244559473448340e-05,-1.310373678349504049e-05
2.012698412698412653e+00,2.830344891379120735e-05,1.096447374408241404e-05
2.013492063492063444e+00,2.687638465626151561e-05,3.788031505109871084e-05
2.014285714285714235e+00,2.115025874828551917e-05,6.292701563162310071e-05
2.015079365079365026e+00,1.129453499281835062e-05,8.124889320699918709e-05
2.015873015873015817e+00,-1.954219464179111204e-06,8.892685244605442725e-05
2.016666666666666607e+00,-1.718852223219533259e-05,8.389599381272828764e-05
2.017460317460317398e+00,-3.235735313820611153e-05,6.647402352841507052e-05
2.018253968253968189e+00,-4.498413576799171972e-05,3.934903786818425448e-05
2.019047619047618980e+00,-5.256389875325118849e-05,7.005866484450085453e-06
2.019841269841269771e+00,-5.304873076579313761e-05,-2.527778566592254046e-05
2.020634920634920562e+00,-4.528788100694222635e-05,-5.260659060015877571e-05
2.021428571428571352e+00,-2.930902494137646193e-05,-7.150010640898725629e-05
2.022222222222222143e+00,-6.392123492509837020e-06,-8.051178100787056090e-05
2.023015873015872934e+00,2.104976030758020121e-05,-8.029183436239149525e-05
2.023809523809523725e+00,4.973824966879395728e-05,-7.311746963484429002e-05
2.024603174603174516e+00,7.590143911458028614e-05,-6.206392632143916939e-05
2.025396825396825307e+00,9.571948500111231986e-05,-5.008091402977352845e-05
2.026190476190476097e+00,1.058309209277600167e-04,-3.924612293569792050e-05
2.026984126984126888e+00,1.038872601633334389e-04,-3.039055964847442928e-05
2.027777777777777679e+00,8.910361290800943761e-05,-2.315722334617200333e-05
2.028571428571428470e+00,6.267953863857119237e-05,-1.641391526198611816e-05
2.029365079365079261e+00,2.791271449420225015e-05,-8.842836825820424599e-06
2.030158730158730052e+00,-1.013880324935244072e-05,4.972574989939362771e-07
2.030952380952380842e+00,-4.546207603686465670e-05,1.179873460330703214e-05
2.031746031746031633e+00,-7.221457293912421393e-05,2.440151217995926088e-05
2.032539682539682424e+00,-8.590408982960028375e-05,3.694881107072133994e-05
2.033333333333333215e+00,-8.433807297045467521e-05,4.772835388308636938e-05
2.034126984126984006e+00,-6.812625009130658248e-05,5.509442015701598172e-05
2.034920634920634797e+00,-4.063483633788642096e-05,5.786317520248142034e-05
2.035714285714285587e+00,-7.405536728710518242e-06,5.558891567635177653e-05
2.036507936507936378e+00,2.485791660964166224e-05,4.865861111486644838e-05
2.037301587301587169e+00,4.957115919210302549e-05,3.818736774725898760e-05
2.038095238095237960e+00,6.160460455782082575e-05,2.575305027411620170e-05
2.038888888888888751e+00,5.841339045142796916e-05,1.305432479317683437e-05
2.039682539682539542e+00,4.068405201802513321e-05,1.588645769193257587e-06
2.040476190476190332e+00,1.227493383144754468e-05,-7.578245998575076842e-06
2.041269841269841123e+00,-2.061872544936173721e-05,-1.391865765857321744e-05
2.042063492063491914e+00,-5.091806616202222729e-05,-1.742275713480704623e-05
2.042857142857142705e+00,-7.235665635516854918e-05,-1.847163988944246508e-05
2.043650793650793496e+00,-8.093527352801993286e-05,-1.764537557771466149e-05
2.044444444444444287e+00,-7.572263081063296784e-05,-1.552364091256547504e-05
2.045238095238095077e+00,-5.881921602517795067e-05,-1.253558571065598883e-05
2.046031746031745868e+00,-3.458140293079071546e-05,-8.898236422549642195e-06
2.046825396825396659e+00,-8.410637452582360040e-06,-4.656254023870231886e-06
2.047619047619047450e+00,1.451663629544226227e-05,1.937695521826180106e-07
2.048412698412698241e+00,3.026237070284478657e-05,5.537981047193050378e-06
2.049206349206349032e+00,3.670784097796460046e-05,1.100039663874997445e-05
2.049999999999999822e+00,3.368080482146858701e-05,1.588521447738321197e-05
2.050793650793650613e+00,2.271745150094181721e-05,1.925979306534908892e-05
2.051587301587301404e+00,6.586292564719452495e-06,2.019284165526163158e-05
2.052380952380952195e+00,-1.131145240957728481e-05,1.809787651514798218e-05
2.053174603174602986e+00,-2.756969811561663545e-05,1.306261703177742435e-05
2.053968253968253777e+00,-3.934106801554459375e-05,6.012281054869285462e-06
2.054761904761904567e+00,-4.474470428202576212e-05,-1.407611544342067935e-06
2.055555555555555358e+00,-4.305039821106870275e-05,-7.242858779173327728e-06
2.056349206349206149e+00,-3.462134948750828888e-05,-9.832917032561495037e-06
2.057142857142856940e+00,-2.065826032815580593e-05,-8.416134540206746470e-06
2.057936507936507731e+00,-2.837396417016098453e-06,-3.528260553125770957e-06
2.058730158730158522e+00,1.704129806472601266e-05,2.971024258065839578e-06
2.059523809523809312e+00,3.729558057653430483e-05,8.306215630963834063e-06
2.060317460317460103e+00,5.644875402666476812e-05,9.548843667474923817e-06
2.061111111111110894e+00,7.319777954420430459e-05,4.518099501899794399e-06
2.061904761904761685e+00,8.634972474450389494e-05,-7.465677129604169848e-06
2.062698412698412920e+00,9.481625238660226708e-05,-2.522305201737244364e-05
2.063492063492063711e+00,9.770830117062503993e-05,-4.587995516674352268e-05
2.064285714285714501e+00,9.450518394432532463e-05,-6.552492162215289362e-05
2.065079365079365292e+00,8.521864459731000048e-05,-8.018484301464701169e-05
2.065873015873016083e+00,7.045863890920315360e-05,-8.684474852720121100e-05
2.066666666666666874e+00,5.134155617853045176e-05,-8.420615230002476430e-05
2.067460317460317665e+00,2.925085403907785037e-05,-7.293887995745515376e-05
2.068253968253968456e+00,5.536352485799668091e-06,-5.533823727866343746e-05
2.069047619047619246e+00,-1.871422346483464329e-05,-3.451216106657867142e-05
2.069841269841270037e+00,-4.271115848753112115e-05,-1.340232160795113130e-05
2.070634920634920828e+00,-6.577013189280127531e-05,5.999589369114395180e-06
2.071428571428571619e+00,-8.698199219938250926e-05,2.297133966578261945e-05
2.072222222222222410e+00,-1.049376739642970247e-04,3.784073953967744555e-05
2.073015873015873201e+00,-1.177072652829920285e-04,5.136363906942334619e-05
2.073809523809523991e+00,-1.231657939385437644e-04,6.398268931912140750e-05
2.074603174603174782e+00,-1.195934358539687935e-04,7.528222218341095362e-05
2.075396825396825573e+00,-1.063390983973200765e-04,8.386317702012470736e-05
2.076190476190476364e+00,-8.428643502316602145e-05,8.768852697828395865e-05
2.076984126984127155e+00,-5.591828516454130189e-05,8.477001624464795045e-05
2.077777777777777946e+00,-2.491264673058363877e-05,7.395071913886868873e-05
2.078571428571428736e+00,4.635430902437015836e-06,5.551400232320802958e-05
2.079365079365079527e+00,2.914372993958412031e-05,3.140812300636791708e-05
2.080158730158730318e+00,4.634617369989614793e-05,4.991976579077642933e-06
2.080952380952381109e+00,5.572451188073719624e-05,-1.964750468168545704e-05
2.081746031746031900e+00,5.844156577138646480e-05,-3.862176068934676016e-05
2.082539682539682691e+00,5.681761782534270634e-05,-4.914988350347084288e-05
2.083333333333333481e+00,5.354619367796624831e-05,-5.019911233350491628e-05
2.084126984126984272e+00,5.091824239420593326e-05,-4.269054250828166496e-05
2.084920634920635063e+00,5.028395991712927013e-05,-2.922936651657285359e-05
2.085714285714285854e+00,5.186237860380143251e-05,-1.344265799130516038e-05
2.086507936507936645e+00,5.488103601292086795e-05,9.006605383646587075e-07
2.087301587301587436e+00,5.794226585843403117e-05,1.076914785112606136e-05
2.088095238095238226e+00,5.947711544615132969e-05,1.453717101587858738e-05
2.088888888888889017e+00,5.815315197063821226e-05,1.228808517464376445e-05
2.089682539682539808e+00,5.314307412222864154e-05,5.689556149340544283e-06
2.090476190476190599e+00,4.422681512793066828e-05,-2.515553721528044410e-06
2.091269841269841390e+00,3.176303662335899563e-05,-9.265888649850122387e-06
2.092063492063492181e+00,1.659376423619103613e-05,-1.199599007228441036e-05
2.092857142857142971e+00,-7.374872632800826070e-08,-9.316695499148153651e-06
2.093650793650793762e+00,-1.680970398692953653e-05,-1.406064784893628993e-06
2.094444444444444553e+00,-3.215817905893446783e-05,9.986986453762113804e-06
2.095238095238095344e+00,-4.489052409683123331e-05,2.194461407740356298e-05
2.096031746031746135e+00,-5.425221885759767544e-05,3.110316143388975810e-05
2.096825396825396925e+00,-6.009151067352879822e-05,3.451302239779805282e-05
2.097619047619047716e+00,-6.278374267442209469e-05,3.039889755810364576e-05
2.098412698412698507e+00,-6.296396408006537304e-05,1.861124043618325001e-05
2.099206349206349298e+00,-6.119227952812577730e-05,6.592768645146640125e-07
2.100000000000000089e+00,-5.772580605730207558e-05,-2.065285757192473934e-05
2.100793650793650880e+00,-5.252107948264369343e-05,-4.185568059112283859e-05
2.101587301587301670e+00,-4.546712809667483187e-05,-5.952546683496766583e-05
