Timestamp,Flexor carpi radialis,Extensor digitorum
2.000000000000000000e+00,-6.629735446298459964e-06,-4.486858923854018794e-05
2.000793650793650791e+00,-3.896425842104971114e-06,-5.535303415706051820e-05
2.001587301587301582e+00,-2.505359935440931906e-07,-5.788783206872252654e-05
2.002380952380952372e+00,3.245211341101707296e-06,-5.237765285177299141e-05
2.003174603174603163e+00,5.416713638968005218e-06,-3.985862002632077590e-05
2.003968253968253954e+00,5.268291400731535939e-06,-2.235985010401937530e-05
2.004761904761904745e+00,2.246142374431445288e-06,-2.625823261664486668e-06
2.005555555555555536e+00,-3.616360054974349148e-06,1.629518323167964157e-05
2.006349206349206327e+00,-1.172020320861117051e-05,3.154460629110439297e-05
2.007142857142857117e+00,-2.107060184784939949e-05,4.093047428498353655e-05
2.007936507936507908e+00,-3.052153572589393890e-05,4.327565293982978925e-05
2.008730158730158699e+00,-3.900607292680113245e-05,3.855962566524114807e-05
2.009523809523809490e+00,-4.568828306260248510e-05,2.784145559509614430e-05
2.010317460317460281e+00,-5.001627021109243719e-05,1.301274571518953280e-05
2.011111111111111072e+00,-5.169686910405271702e-05,-3.542035812969251358e-06
2.011904761904761862e+00,-5.063655148259656934e-05,-1.930752351858209563e-05
2.012698412698412653e+00,-4.689299448762429442e-05,-3.197641950464005767e-05
2.013492063492063444e+00,-4.066068992263153066e-05,-3.974284887403346382e-05
2.014285714285714235e+00,-3.228580144280188699e-05,-4.153618994423505381e-05
2.015079365079365026e+00,-2.228625446292222974e-05,-3.717469730228822389e-05
2.015873015873015817e+00,-1.135048762439685103e-05,-2.740493149650606225e-05
2.016666666666666607e+00,-2.984988274498471407e-07,-1.379147111153635728e-05
2.017460317460317398e+00,9.998186583980768838e-06,1.551716953388947033e-06
2.018253968253968189e+00,1.873124831780675415e-05,1.634450601389069544e-05
2.019047619047618980e+00,2.528936770736144116e-05,2.854536079376105304e-05
2.019841269841269771e+00,2.938228433948582584e-05,3.667279633272654382e-05
2.020634920634920562e+00,3.111386961024761996e-05,3.997519692736700763e-05
2.021428571428571352e+00,3.096383295117225061e-05,3.844269582772943575e-05
2.022222222222222143e+00,2.966012839830699512e-05,3.270618386196408035e-05
2.023015873015872934e+00,2.796353259373949955e-05,2.388494861270280055e-05
2.023809523809523725e+00,2.642621633826508246e-05,1.342561958668753786e-05
2.024603174603174516e+00,2.520760015992619591e-05,2.940828827241413638e-06
2.025396825396825307e+00,2.401975634694344120e-05,-5.968629571999280055e-06
2.026190476190476097e+00,2.223251035817447338e-05,-1.192446855817730730e-05
2.026984126984126888e+00,1.911179283896795387e-05,-1.400644013352341729e-05
2.027777777777777679e+00,1.411594249601288487e-05,-1.196834959268489702e-05
2.028571428571428470e+00,7.151101859479953529e-06,-6.362872569763933524e-06
2.029365079365079261e+00,-1.303376177877032278e-06,1.493481008131303137e-06
2.030158730158730052e+00,-1.024756856891077414e-05,9.744786171717207556e-06
2.030952380952380842e+00,-1.837917578932450117e-05,1.637895358858196669e-05
2.031746031746031633e+00,-2.440536128575272282e-05,1.968308696419950781e-05
2.032539682539682424e+00,-2.734340319140326058e-05,1.865284583147870350e-05
2.033333333333333215e+00,-2.671611481320448238e-05,1.324246901363625217e-05
2.034126984126984006e+00,-2.259691965200699834e-05,4.383734668835099979e-06
2.034920634920634797e+00,-1.551956342253062052e-05,-6.230970947328931584e-06
2.035714285714285587e+00,-6.310153262180355577e-06,-1.653830401166258131e-05
2.036507936507936378e+00,4.088371216991659043e-06,-2.456152456693048240e-05
2.037301587301587169e+00,1.474388114966104622e-05,-2.882820501699087773e-05
2.038095238095237960e+00,2.479032930209742260e-05,-2.866454467202760227e-05
2.038888888888888751e+00,3.342159394323299934e-05,-2.431389455668052363e-05
2.039682539682539542e+00,3.986341362875909323e-05,-1.685794503487794338e-05
2.040476190476190332e+00,4.337371199454054124e-05,-7.955948873818787862e-06
2.041269841269841123e+00,4.330735081446379994e-05,5.392470116163292549e-07
2.042063492063491914e+00,3.924578269709389931e-05,6.995378682700940450e-06
2.042857142857142705e+00,3.115235311214141749e-05,1.034472868217867133e-05
