Timestamp,Flexor carpi radialis,Extensor digitorum
2.000000000000000000e+00,-3.374498940395777853e-06,2.962618468755946296e-05
2.000793650793650791e+00,-3.487675076390076763e-06,3.313182538100637202e-05
2.001587301587301582e+00,-3.859675196092561107e-06,3.188147487634344343e-05
2.002380952380952372e+00,-4.455504055898743401e-06,2.578697602183650255e-05
2.003174603174603163e+00,-5.225336482716648068e-06,1.560836055894716389e-05
2.003968253968253954e+00,-6.101910616728430913e-06,2.860927607306114197e-06
2.004761904761904745e+00,-6.995958141773642736e-06,-1.045216372368136037e-05
2.005555555555555536e+00,-7.795671230346171135e-06,-2.223372159343069775e-05
2.006349206349206327e+00,-8.373630321877947055e-06,-3.071994264399943302e-05
2.007142857142857117e+00,-8.601960144737426275e-06,-3.483051511647703780e-05
2.007936507936507908e+00,-8.374526373528924522e-06,-3.435041531955193090e-05
2.008730158730158699e+00,-7.632551365661670016e-06,-2.990355191252419854e-05
2.009523809523809490e+00,-6.386419411121903039e-06,-2.273910967437413599e-05
2.010317460317460281e+00,-4.724193469725013130e-06,-1.439906316537094624e-05
2.011111111111111072e+00,-2.800404024116859307e-06,-6.357919616049534217e-06
2.011904761904761862e+00,-8.069468486657753716e-07,2.774089888767396390e-07
2.012698412698412653e+00,1.063975383379926103e-06,4.943604210894764321e-06
2.013492063492063444e+00,2.652583060661219100e-06,7.645427580925817374e-06
2.014285714285714235e+00,3.851632064166396184e-06,8.840367574503212530e-06
2.015079365079365026e+00,4.612152598352577323e-06,9.226972019284444842e-06
2.015873015873015817e+00,4.937952707462950577e-06,9.498688589961905233e-06
2.016666666666666607e+00,4.873618334607083793e-06,1.012729645534279589e-05
2.017460317460317398e+00,4.490095988910816921e-06,1.122830254859646626e-05
2.018253968253968189e+00,3.871156263735956163e-06,1.254028900173501225e-05
2.019047619047618980e+00,3.103989955654833904e-06,1.352451072781270727e-05
2.019841269841269771e+00,2.276583471330755155e-06,1.356014547672332992e-05
2.020634920634920562e+00,1.481526891430348592e-06,1.217847309788657465e-05
2.021428571428571352e+00,8.210685393296231630e-07,9.258900830695698049e-06
2.022222222222222143e+00,4.051624154738791818e-07,5.115762259899719879e-06
2.023015873015872934e+00,3.366690447617822933e-07,4.406268752794757569e-07
2.023809523809523725e+00,6.855158161416239384e-07,-3.882058308065319394e-06
2.024603174603174516e+00,1.461537237123316542e-06,-7.020512131916236404e-06
2.025396825396825307e+00,2.598261859951152772e-06,-8.416075214165374569e-06
2.026190476190476097e+00,3.955790647130771668e-06,-7.906995248785482852e-06
2.026984126984126888e+00,5.343682976388910359e-06,-5.725228103564227098e-06
2.027777777777777679e+00,6.558500995755430021e-06,-2.383840224368519215e-06
2.028571428571428470e+00,7.426395432108182314e-06,1.491936853555673966e-06
2.029365079365079261e+00,7.838520412981397288e-06,5.324640903210643177e-06
2.030158730158730052e+00,7.767767295536712297e-06,8.682765677295808485e-06
2.030952380952380842e+00,7.261537989626448107e-06,1.129593656081790368e-05
2.031746031746031633e+00,6.415454483896685999e-06,1.300338644144526588e-05
2.032539682539682424e+00,5.341132426613762703e-06,1.368050008275995607e-05
2.033333333333333215e+00,4.141920854423744903e-06,1.319592425527195829e-05
2.034126984126984006e+00,2.903500074252126851e-06,1.143477146962864237e-05
2.034920634920634797e+00,1.696772887206083126e-06,8.387373371213457823e-06
2.035714285714285587e+00,5.850628055642572281e-07,4.263207895233979780e-06
2.036507936507936378e+00,-3.717012633176092464e-07,-4.338359838679749492e-07
2.037301587301587169e+00,-1.119394923929623462e-06,-4.925513454278564143e-06
2.038095238095237960e+00,-1.618872667226164285e-06,-8.294471335969893220e-06
2.038888888888888751e+00,-1.859433170717051909e-06,-9.705415587747999730e-06
2.039682539682539542e+00,-1.871597611887086085e-06,-8.645711719279402209e-06
2.040476190476190332e+00,-1.732873481821013160e-06,-5.110138485945218625e-06
2.041269841269841123e+00,-1.561497942456808414e-06,3.267296084769153585e-07
2.042063492063491914e+00,-1.496791016834209534e-06,6.574559772020856378e-06
2.042857142857142705e+00,-1.668971853394779922e-06,1.221989315618423628e-05
2.043650793650793496e+00,-2.164793152229076828e-06,1.581477789664158007e-05
2.044444444444444287e+00,-2.997435505608026751e-06,1.620963390886039443e-05
2.045238095238095077e+00,-4.089276717287801569e-06,1.286181861550986610e-05
2.046031746031745868e+00,-5.274327153932580922e-06,6.040348968001295294e-06
2.046825396825396659e+00,-6.323571374748623421e-06,-3.146841734490253429e-06
2.047619047619047450e+00,-6.991384483644774427e-06,-1.294316707229853930e-05
2.048412698412698241e+00,-7.075016515649372625e-06,-2.133103847943442787e-05
2.049206349206349032e+00,-6.473238250392780790e-06,-2.652859910293607805e-05
2.049999999999999822e+00,-5.226932292279089438e-06,-2.746073987182780343e-05
2.050793650793650613e+00,-3.526010552911149050e-06,-2.406701065295066089e-05
2.051587301587301404e+00,-1.674831110115315938e-06,-1.735132564802455471e-05
2.052380952380952195e+00,-2.126228116336057314e-08,-9.149354174497655587e-06
2.053174603174602986e+00,1.131778615889350018e-06,-1.667964632846783902e-06
2.053968253968253777e+00,1.605661161918541132e-06,3.083462080546322995e-06
2.054761904761904567e+00,1.392031481427744363e-06,3.815800343602536923e-06
