Timestamp,Flexor carpi radialis,Extensor digitorum
2.000000000000000000e+00,1.817480555526738074e-06,-7.704761337750360388e-06
2.000793650793650791e+00,2.302693309804458286e-06,3.698455366501724631e-06
2.001587301587301582e+00,7.788026756276876524e-07,1.359517318767737915e-05
2.002380952380952372e+00,-2.455538677649405809e-06,1.992066912241320737e-05
2.003174603174603163e+00,-6.746668197848931855e-06,2.138766523403107266e-05
2.003968253968253954e+00,-1.123158874005664150e-05,1.777324510291902044e-05
2.004761904761904745e+00,-1.502901544292367283e-05,9.942867701765015342e-06
2.005555555555555536e+00,-1.742948252804879660e-05,-3.891127290852562695e-07
2.006349206349206327e+00,-1.804050151731677063e-05,-1.109640348570377173e-05
2.007142857142857117e+00,-1.685420959224182154e-05,-2.015624929064132009e-05
2.007936507936507908e+00,-1.422315836708548500e-05,-2.610229530372108037e-05
2.008730158730158699e+00,-1.075152848311972258e-05,-2.829711757315928432e-05
2.009523809523809490e+00,-7.131167770208040808e-06,-2.696832002141325244e-05
2.010317460317460281e+00,-3.969522423386906426e-06,-2.302374631430336270e-05
2.011111111111111072e+00,-1.660863982217213397e-06,-1.771674928505688343e-05
2.011904761904761862e+00,-3.363990234048568383e-07,-1.226234520534293047e-05
2.012698412698412653e+00,1.029730983965339510e-07,-7.510405328484144521e-06
2.013492063492063444e+00,-9.996101355911924711e-08,-3.762104507152220174e-06
2.014285714285714235e+00,-6.541935164929633345e-07,-7.717526122534257041e-07
2.015079365079365026e+00,-1.287644744714491202e-06,2.078988945254170389e-06
2.015873015873015817e+00,-1.773909895737290164e-06,5.493845150067009954e-06
2.016666666666666607e+00,-1.931753820754300266e-06,9.948434193271904521e-06
2.017460317460317398e+00,-1.620993203783787575e-06,1.544730705998922414e-05
2.018253968253968189e+00,-7.512692843710049572e-07,2.143902098992789395e-05
2.019047619047618980e+00,6.960231046152551314e-07,2.693852267066013169e-05
2.019841269841269771e+00,2.646049374534263820e-06,3.083590928522871450e-05
2.020634920634920562e+00,4.925973930761599529e-06,3.228889478372869181e-05
2.021428571428571352e+00,7.286789436441027671e-06,3.104443605578627660e-05
2.022222222222222143e+00,9.447401883275221876e-06,2.754976866044038882e-05
2.023015873015872934e+00,1.114597072186096715e-05,2.279657333732793784e-05
2.023809523809523725e+00,1.218115012319389597e-05,1.795489004367898438e-05
2.024603174603174516e+00,1.243229941831359592e-05,1.394092672414154319e-05
2.025396825396825307e+00,1.185844521893285619e-05,1.108793065728187128e-05
2.026190476190476097e+00,1.048477900008265435e-05,9.046050376857380377e-06
2.026984126984126888e+00,8.388496673324575748e-06,6.946598413654763853e-06
2.027777777777777679e+00,5.692339779841559522e-06,3.765580643115158977e-06
2.028571428571428470e+00,2.566983449630002081e-06,-1.249601109619768468e-06
2.029365079365079261e+00,-7.639433969830004569e-07,-8.242328653031562479e-06
2.030158730158730052e+00,-4.026800629862182752e-06,-1.661052071248950648e-05
2.030952380952380842e+00,-6.918619487705168681e-06,-2.511171761903884252e-05
2.031746031746031633e+00,-9.148666922286982639e-06,-3.217150354621873371e-05
2.032539682539682424e+00,-1.049340193047932768e-05,-3.629656102755131266e-05
2.033333333333333215e+00,-1.084723614853871839e-05,-3.646378712684754018e-05
2.034126984126984006e+00,-1.024808616022040471e-05,-3.236832916093181382e-05
2.034920634920634797e+00,-8.864088014023103996e-06,-2.446775642697188294e-05
2.035714285714285587e+00,-6.943757279700735161e-06,-1.383764168032144210e-05
2.036507936507936378e+00,-4.747703999517333932e-06,-1.918810947597502714e-06
2.037301587301587169e+00,-2.486963891333729773e-06,9.742747605996406057e-06
2.038095238095237960e+00,-2.884591436664438735e-07,1.969146541545629481e-05
2.038888888888888751e+00,1.803970181545595462e-06,2.668000017960049411e-05
2.039682539682539542e+00,3.797838231592624234e-06,2.974961795212580266e-05
2.040476190476190332e+00,5.704223645573030138e-06,2.832998330242462483e-05
2.041269841269841123e+00,7.492499409532779195e-06,2.238261946024232139e-05
2.042063492063491914e+00,9.064258745376531064e-06,1.254883940915522572e-05
2.042857142857142705e+00,1.025674599185360683e-05,2.092253467839352464e-07
2.043650793650793496e+00,1.087695502813268107e-05,-1.264049073664773520e-05
2.044444444444444287e+00,1.075729524682870508e-05,-2.372764387835732061e-05
2.045238095238095077e+00,9.814837470540358958e-06,-3.098422629209494629e-05
2.046031746031745868e+00,8.092356233065467775e-06,-3.302477445631426514e-05
2.046825396825396659e+00,5.764092728788512595e-06,-2.946697389326058053e-05
2.047619047619047450e+00,3.102321236810902637e-06,-2.099961264858885625e-05
2.048412698412698241e+00,4.168911914426804372e-07,-9.186353779868996496e-06
2.049206349206349032e+00,-2.009587725955367234e-06,3.930914220323209397e-06
2.049999999999999822e+00,-3.969050479937029641e-06,1.631414739920860886e-05
2.050793650793650613e+00,-5.346796641357829266e-06,2.636254497715795090e-05
2.051587301587301404e+00,-6.114699183801385689e-06,3.318225631371013988e-05
2.052380952380952195e+00,-6.310569995086573420e-06,3.663247290345149652e-05
2.053174603174602986e+00,-6.016104708325627010e-06,3.716393381769462145e-05
2.053968253968253777e+00,-5.340662873056585890e-06,3.553398660255310668e-05
2.054761904761904567e+00,-4.411649636341121652e-06,3.251139082671100167e-05
2.055555555555555358e+00,-3.367498999087419961e-06,2.866356301655151838e-05
2.056349206349206149e+00,-2.347627553189690570e-06,2.426827933959029634e-05
2.057142857142856940e+00,-1.475903488995137586e-06,1.934062806856490376e-05
2.057936507936507731e+00,-8.393757722239030531e-07,1.373304557373592053e-05
2.058730158730158522e+00,-4.692299304099304733e-07,7.257828362356231103e-06
2.059523809523809312e+00,-3.326332681968956979e-07,-2.049363861689069461e-07
2.060317460317460103e+00,-3.410441719324603804e-07,-8.628049450936019517e-06
2.061111111111110894e+00,-3.744747024465536001e-07,-1.778448647543456930e-05
2.061904761904761685e+00,-3.151617123754136190e-07,-2.721706801097177681e-05
2.062698412698412920e+00,-8.048243699800243423e-08,-3.623271114063233100e-05
2.063492063492063711e+00,3.551322519199314520e-07,-4.393153705111511019e-05
2.064285714285714501e+00,9.560531115405494248e-07,-4.928612479013443190e-05
2.065079365079365292e+00,1.639885031277787396e-06,-5.128262194327516855e-05
2.065873015873016083e+00,2.304935200675022099e-06,-4.911934730496122700e-05
2.066666666666666874e+00,2.860812738672789414e-06,-4.243240302772864544e-05
2.067460317460317665e+00,3.251564889656827815e-06,-3.148911908091706600e-05
2.068253968253968456e+00,3.464035771242661016e-06,-1.727191309322720952e-05
2.069047619047619246e+00,3.520130701684823025e-06,-1.388166589308324794e-06
2.069841269841270037e+00,3.457893654117697792e-06,1.420095651980679761e-05
2.070634920634920828e+00,3.310046392624989413e-06,2.755904530344855183e-05
2.071428571428571619e+00,3.088455124441827212e-06,3.713356512652374802e-05
2.072222222222222410e+00,2.779507342407341088e-06,4.198275910076550778e-05
2.073015873015873201e+00,2.350647647696919793e-06,4.182927250977767154e-05
2.073809523809523991e+00,1.764515050547411947e-06,3.697958426030482942e-05
2.074603174603174782e+00,9.955198696188751050e-07,2.818970952836878831e-05
2.075396825396825573e+00,4.420157688707767873e-08,1.654795542639462893e-05
2.076190476190476364e+00,-1.053714579256911675e-06,3.403495762527437870e-06
2.076984126984127155e+00,-2.224886674513087049e-06,-9.678386247545057373e-06
2.077777777777777946e+00,-3.362308145236053455e-06,-2.098661186707732131e-05
2.078571428571428736e+00,-4.334542996279872679e-06,-2.881615724345150872e-05
2.079365079365079527e+00,-4.999645056662356390e-06,-3.172609862071919013e-05
2.080158730158730318e+00,-5.224572274260037349e-06,-2.887180241152425815e-05
2.080952380952381109e+00,-4.911350366881007280e-06,-2.032239252770742341e-05
2.081746031746031900e+00,-4.028834917130345454e-06,-7.247034758958924634e-06
2.082539682539682691e+00,-2.643453606890380098e-06,8.127380281255839779e-06
2.083333333333333481e+00,-9.362330829941682575e-07,2.282361058909599560e-05
2.084126984126984272e+00,8.083867901454222199e-07,3.364469728100120673e-05
2.084920634920635063e+00,2.249592870098499553e-06,3.782061512253075217e-05
2.085714285714285854e+00,3.066122122375716026e-06,3.363028908065145378e-05
2.086507936507936645e+00,3.039384824936284040e-06,2.086002179430637037e-05
2.087301587301587436e+00,2.116465436608198415e-06,9.899711020398499791e-07
2.088095238095238226e+00,4.324323964731715810e-07,-2.294733787776329331e-05
2.088888888888889017e+00,-1.713890232667630043e-06,-4.682727002996856370e-05
2.089682539682539808e+00,-3.921556958165070417e-06,-6.613945909955177595e-05
2.090476190476190599e+00,-5.768022314562051180e-06,-7.681947519428935145e-05
2.091269841269841390e+00,-6.888226856073231481e-06,-7.605482991317072481e-05
2.092063492063492181e+00,-7.036320235530096621e-06,-6.290190215206954661e-05
2.092857142857142971e+00,-6.121426935996593067e-06,-3.856574397077363242e-05
2.093650793650793762e+00,-4.215782512276600755e-06,-6.252634967151149183e-06
2.094444444444444553e+00,-1.538153380018501342e-06,2.939554630527781555e-05
2.095238095238095344e+00,1.582078335020187692e-06,6.316190797998368078e-05
2.096031746031746135e+00,4.752980526306482715e-06,9.020030377658576511e-05
2.096825396825396925e+00,7.571763412375589572e-06,1.068373070741228371e-04
2.097619047619047716e+00,9.672443917276395204e-06,1.110636626782833585e-04
2.098412698412698507e+00,1.076558078053272872e-05,1.026649359483545771e-04
